"cntry","happy","health","brncntr","gndr","agea"
"PT",7,3,"Nacido en el país","Mujer",55
"PT",10,3,"Nacido en el país","Mujer",33
"PT",7,3,"Nacido en el país","Hombre",40
"PT",9,3,"Nacido en el país","Hombre",79
"PT",7,3,"Nacido en el país","Mujer",56
"PT",8,3,"Nacido en el país","Mujer",71
"PT",7,2,"Nacido en el país","Mujer",48
"PT",7,3,"Nacido en el país","Mujer",49
"PT",6,3,"Nacido en el país","Mujer",65
"PT",8,2,"Nacido en el país","Mujer",37
"PT",9,2,"Nacido en el país","Mujer",51
"PT",5,3,"Nacido en el país","Mujer",78
"PT",8,1,"Nacido en el país","Hombre",51
"PT",8,4,"Nacido en el país","Mujer",80
"PT",5,2,"Nacido en el país","Mujer",27
"PT",9,2,"Nacido en el país","Hombre",42
"PT",7,2,"Nacido en el país","Hombre",39
"PT",10,1,"Nacido en el país","Mujer",58
"PT",6,3,"Nacido en el país","Mujer",67
"PT",5,3,"Nacido en el país","Mujer",68
"PT",9,2,"No nacido en el país","Mujer",38
"PT",8,3,"No nacido en el país","Hombre",53
"PT",9,3,"Nacido en el país","Mujer",56
"PT",8,3,"Nacido en el país","Hombre",62
"PT",8,1,"Nacido en el país","Mujer",65
"PT",8,2,"Nacido en el país","Mujer",71
"PT",8,2,"Nacido en el país","Mujer",47
"PT",9,2,"Nacido en el país","Mujer",74
"PT",4,1,"Nacido en el país","Hombre",52
"PT",6,4,"Nacido en el país","Hombre",69
"PT",5,3,"Nacido en el país","Mujer",62
"PT",9,2,"Nacido en el país","Mujer",57
"PT",6,4,"No nacido en el país","Hombre",29
"PT",7,3,"Nacido en el país","Mujer",85
"PT",8,3,"Nacido en el país","Hombre",81
"PT",7,1,"No nacido en el país","Mujer",68
"PT",7,3,"Nacido en el país","Hombre",47
"PT",10,2,"No nacido en el país","Hombre",49
"PT",10,2,"No nacido en el país","Mujer",45
"PT",10,2,"No nacido en el país","Hombre",28
"PT",5,3,"Nacido en el país","Mujer",71
"PT",7,3,"Nacido en el país","Hombre",49
"PT",8,3,"Nacido en el país","Hombre",90
"PT",5,3,"Nacido en el país","Hombre",58
"PT",7,2,"Nacido en el país","Mujer",47
"PT",7,3,"Nacido en el país","Hombre",76
"PT",2,3,"Nacido en el país","Mujer",69
"PT",5,2,"Nacido en el país","Hombre",62
"PT",9,2,"Nacido en el país","Mujer",23
"PT",5,2,"Nacido en el país","Hombre",59
"PT",7,3,"Nacido en el país","Mujer",48
"PT",5,4,"Nacido en el país","Mujer",76
"PT",7,1,"Nacido en el país","Mujer",47
"PT",6,2,"Nacido en el país","Mujer",54
"PT",9,2,"Nacido en el país","Hombre",59
"PT",9,1,"Nacido en el país","Hombre",51
"PT",7,2,"Nacido en el país","Mujer",53
"PT",9,2,"No nacido en el país","Mujer",16
"PT",8,3,"Nacido en el país","Mujer",77
"PT",7,2,"Nacido en el país","Hombre",70
"PT",6,2,"No nacido en el país","Mujer",71
"PT",8,1,"Nacido en el país","Mujer",40
"PT",8,2,"Nacido en el país","Hombre",44
"PT",8,2,"Nacido en el país","Mujer",26
"PT",7,2,"Nacido en el país","Hombre",70
"PT",5,2,"Nacido en el país","Hombre",43
"PT",10,1,"Nacido en el país","Mujer",57
"PT",7,1,"Nacido en el país","Hombre",34
"PT",7,4,"Nacido en el país","Mujer",64
"PT",7,3,"Nacido en el país","Mujer",66
"PT",6,3,"Nacido en el país","Mujer",40
"PT",8,3,"Nacido en el país","Hombre",51
"PT",6,3,"Nacido en el país","Hombre",76
"PT",7,3,"Nacido en el país","Mujer",25
"PT",7,2,"Nacido en el país","Mujer",50
"PT",7,4,"Nacido en el país","Hombre",80
"PT",8,2,"Nacido en el país","Hombre",44
"PT",8,2,"Nacido en el país","Mujer",44
"PT",8,2,"Nacido en el país","Hombre",65
"PT",6,3,"Nacido en el país","Hombre",38
"PT",7,2,"Nacido en el país","Hombre",45
"PT",10,1,"Nacido en el país","Hombre",25
"PT",7,2,"Nacido en el país","Hombre",34
"PT",0,2,"Nacido en el país","Mujer",66
"PT",6,3,"Nacido en el país","Mujer",22
"PT",5,3,"Nacido en el país","Hombre",78
"PT",8,2,"Nacido en el país","Mujer",27
"PT",8,3,"Nacido en el país","Mujer",64
"PT",8,2,"No nacido en el país","Hombre",33
"PT",8,2,"Nacido en el país","Mujer",68
"PT",10,1,"No nacido en el país","Hombre",47
"PT",6,3,"No nacido en el país","Hombre",51
"PT",10,2,"Nacido en el país","Mujer",60
"PT",9,3,"Nacido en el país","Mujer",86
"PT",7,1,"Nacido en el país","Mujer",18
"PT",7,2,"Nacido en el país","Mujer",31
"PT",7,3,"Nacido en el país","Mujer",39
"PT",7,3,"Nacido en el país","Hombre",59
"PT",5,5,"Nacido en el país","Mujer",84
"PT",10,1,"Nacido en el país","Hombre",19
"PT",7,1,"Nacido en el país","Hombre",74
"PT",8,2,"Nacido en el país","Mujer",60
"PT",7,2,"Nacido en el país","Hombre",41
"PT",9,3,"Nacido en el país","Mujer",80
"PT",5,3,"Nacido en el país","Mujer",74
"PT",8,3,"Nacido en el país","Mujer",48
"PT",5,3,"Nacido en el país","Hombre",43
"PT",7,2,"Nacido en el país","Hombre",23
"PT",8,2,"No nacido en el país","Mujer",63
"PT",5,2,"No nacido en el país","Hombre",31
"PT",7,3,"No nacido en el país","Mujer",49
"PT",8,2,"Nacido en el país","Mujer",27
"PT",7,3,"Nacido en el país","Hombre",81
"PT",8,3,"Nacido en el país","Hombre",53
"PT",8,2,"No nacido en el país","Mujer",56
"PT",7,3,"Nacido en el país","Mujer",61
"PT",7,3,"Nacido en el país","Mujer",58
"PT",7,1,"Nacido en el país","Mujer",40
"PT",6,3,"Nacido en el país","Hombre",48
"PT",10,2,"Nacido en el país","Hombre",69
"PT",6,4,"Nacido en el país","Mujer",57
"PT",7,3,"Nacido en el país","Mujer",84
"PT",8,3,"Nacido en el país","Hombre",82
"PT",8,2,"Nacido en el país","Mujer",61
"PT",7,2,"Nacido en el país","Hombre",62
"PT",8,2,"Nacido en el país","Mujer",64
"PT",8,1,"Nacido en el país","Hombre",24
"PT",8,2,"Nacido en el país","Mujer",47
"PT",5,1,"Nacido en el país","Hombre",16
"PT",8,2,"Nacido en el país","Hombre",46
"PT",2,4,"Nacido en el país","Mujer",62
"PT",0,2,"Nacido en el país","Mujer",82
"PT",8,3,"Nacido en el país","Mujer",55
"PT",7,2,"Nacido en el país","Mujer",59
"PT",6,2,"Nacido en el país","Hombre",74
"PT",8,2,"No nacido en el país","Mujer",29
"PT",5,3,"Nacido en el país","Mujer",57
"PT",7,2,"Nacido en el país","Mujer",49
"PT",7,4,"Nacido en el país","Mujer",66
"PT",8,1,"Nacido en el país","Hombre",20
"PT",7,2,"Nacido en el país","Hombre",53
"PT",7,2,"Nacido en el país","Mujer",19
"PT",7,2,"Nacido en el país","Mujer",47
"PT",8,2,"Nacido en el país","Hombre",39
"PT",3,4,"Nacido en el país","Mujer",67
"PT",7,2,"Nacido en el país","Mujer",59
"PT",6,2,"No nacido en el país","Mujer",46
"PT",8,3,"Nacido en el país","Hombre",68
"PT",7,2,"No nacido en el país","Mujer",47
"PT",6,3,"Nacido en el país","Mujer",77
"PT",7,3,"Nacido en el país","Mujer",46
"PT",6,1,"Nacido en el país","Hombre",15
"PT",8,5,"Nacido en el país","Mujer",56
"PT",5,2,"Nacido en el país","Hombre",50
"PT",1,3,"Nacido en el país","Mujer",66
"PT",4,4,"Nacido en el país","Mujer",75
"PT",5,4,"Nacido en el país","Hombre",78
"PT",9,2,"Nacido en el país","Hombre",70
"PT",5,3,"Nacido en el país","Mujer",78
"PT",6,2,"Nacido en el país","Hombre",81
"PT",9,1,"No nacido en el país","Hombre",27
"PT",2,4,"Nacido en el país","Mujer",81
"PT",6,3,"Nacido en el país","Hombre",65
"PT",8,3,"Nacido en el país","Hombre",79
"PT",6,2,"Nacido en el país","Mujer",39
"PT",7,2,"No nacido en el país","Mujer",22
"PT",8,2,"Nacido en el país","Hombre",38
"PT",4,4,"Nacido en el país","Mujer",69
"PT",9,1,"Nacido en el país","Mujer",27
"PT",10,2,"Nacido en el país","Mujer",81
"PT",10,3,"Nacido en el país","Mujer",61
"PT",7,3,"Nacido en el país","Mujer",62
"PT",4,3,"Nacido en el país","Mujer",66
"PT",8,3,"Nacido en el país","Hombre",83
"PT",8,2,"Nacido en el país","Hombre",35
"PT",8,2,"Nacido en el país","Hombre",39
"PT",5,3,"Nacido en el país","Mujer",74
"PT",5,3,"Nacido en el país","Mujer",86
"PT",8,4,"Nacido en el país","Hombre",64
"PT",9,1,"Nacido en el país","Hombre",59
"PT",5,3,"Nacido en el país","Mujer",49
"PT",7,4,"Nacido en el país","Mujer",47
"PT",8,3,"Nacido en el país","Mujer",60
"PT",8,2,"No nacido en el país","Mujer",41
"PT",7,2,"No nacido en el país","Mujer",47
"PT",10,3,"Nacido en el país","Mujer",57
"PT",10,2,"No nacido en el país","Mujer",55
"PT",7,3,"Nacido en el país","Mujer",76
"PT",9,1,"Nacido en el país","Hombre",52
"PT",7,3,"Nacido en el país","Mujer",63
"PT",7,3,"Nacido en el país","Mujer",67
"PT",5,3,"Nacido en el país","Hombre",63
"PT",6,4,"Nacido en el país","Hombre",67
"PT",9,3,"No nacido en el país","Mujer",68
"PT",7,4,"Nacido en el país","Mujer",79
"PT",5,2,"Nacido en el país","Mujer",44
"PT",9,2,"No nacido en el país","Mujer",51
"PT",7,3,"No nacido en el país","Hombre",53
"PT",9,1,"Nacido en el país","Mujer",24
"PT",5,4,"Nacido en el país","Hombre",73
"PT",8,2,"Nacido en el país","Hombre",23
"PT",10,2,"No nacido en el país","Mujer",52
"PT",7,2,"Nacido en el país","Mujer",42
"PT",10,3,"Nacido en el país","Hombre",75
"PT",7,3,"Nacido en el país","Hombre",32
"PT",5,1,"Nacido en el país","Mujer",28
"PT",7,3,"No nacido en el país","Mujer",18
"PT",8,2,"Nacido en el país","Hombre",24
"PT",9,1,"Nacido en el país","Hombre",44
"PT",8,2,"Nacido en el país","Hombre",38
"PT",7,2,"Nacido en el país","Mujer",28
"PT",7,2,"Nacido en el país","Hombre",32
"PT",8,2,"No nacido en el país","Hombre",43
"PT",8,1,"Nacido en el país","Mujer",45
"PT",6,3,"No nacido en el país","Hombre",34
"PT",8,2,"Nacido en el país","Mujer",76
"PT",10,3,"Nacido en el país","Mujer",68
"PT",8,3,"Nacido en el país","Mujer",79
"PT",2,4,"Nacido en el país","Mujer",80
"PT",7,2,"Nacido en el país","Hombre",47
"PT",7,2,"Nacido en el país","Hombre",33
"PT",7,1,"Nacido en el país","Mujer",32
"PT",8,1,"Nacido en el país","Mujer",47
"PT",9,2,"No nacido en el país","Mujer",23
"PT",10,3,"Nacido en el país","Mujer",57
"PT",8,2,"No nacido en el país","Hombre",23
"PT",8,2,"Nacido en el país","Mujer",24
"PT",8,1,"No nacido en el país","Hombre",57
"PT",7,2,"Nacido en el país","Mujer",37
"PT",6,3,"Nacido en el país","Mujer",24
"PT",5,4,"Nacido en el país","Mujer",89
"PT",8,2,"Nacido en el país","Mujer",55
"PT",8,3,"Nacido en el país","Hombre",60
"PT",5,4,"Nacido en el país","Mujer",70
"PT",10,3,"No nacido en el país","Mujer",47
"PT",3,5,"Nacido en el país","Mujer",41
"PT",3,4,"Nacido en el país","Mujer",86
"PT",5,3,"Nacido en el país","Hombre",66
"PT",9,3,"Nacido en el país","Hombre",71
"PT",0,3,"Nacido en el país","Mujer",51
"PT",5,2,"Nacido en el país","Mujer",28
"PT",9,2,"No nacido en el país","Mujer",31
"PT",5,3,"Nacido en el país","Hombre",65
"PT",5,3,"Nacido en el país","Mujer",82
"PT",5,3,"Nacido en el país","Hombre",75
"PT",5,3,"Nacido en el país","Mujer",63
"PT",5,2,"Nacido en el país","Mujer",66
"PT",6,2,"Nacido en el país","Hombre",27
"PT",10,3,"Nacido en el país","Mujer",58
"PT",8,3,"Nacido en el país","Hombre",79
"PT",6,3,"No nacido en el país","Mujer",47
"PT",7,3,"Nacido en el país","Hombre",70
"PT",8,2,"No nacido en el país","Hombre",40
"PT",7,3,"Nacido en el país","Hombre",32
"PT",10,2,"Nacido en el país","Hombre",69
"PT",7,3,"Nacido en el país","Hombre",68
"PT",5,2,"Nacido en el país","Mujer",62
"PT",6,2,"No nacido en el país","Hombre",29
"PT",8,1,"Nacido en el país","Hombre",42
"PT",8,2,"Nacido en el país","Hombre",46
"PT",3,3,"No nacido en el país","Mujer",43
"PT",7,2,"Nacido en el país","Mujer",38
"PT",5,3,"Nacido en el país","Mujer",83
"PT",6,2,"Nacido en el país","Mujer",46
"PT",2,4,"Nacido en el país","Hombre",90
"PT",6,3,"Nacido en el país","Hombre",73
"PT",8,3,"Nacido en el país","Mujer",78
"PT",9,2,"Nacido en el país","Hombre",62
"PT",8,1,"Nacido en el país","Hombre",25
"PT",9,2,"Nacido en el país","Mujer",47
"PT",7,2,"Nacido en el país","Hombre",59
"PT",7,3,"Nacido en el país","Hombre",55
"PT",7,3,"Nacido en el país","Hombre",39
"PT",6,3,"Nacido en el país","Mujer",65
"PT",5,3,"Nacido en el país","Hombre",54
"PT",9,2,"Nacido en el país","Mujer",54
"PT",5,4,"Nacido en el país","Hombre",78
"PT",8,2,"Nacido en el país","Hombre",25
"PT",8,2,"Nacido en el país","Hombre",57
"PT",10,3,"Nacido en el país","Hombre",73
"PT",10,4,"Nacido en el país","Mujer",55
"PT",5,3,"Nacido en el país","Mujer",39
"PT",7,3,"Nacido en el país","Hombre",58
"PT",5,2,"No nacido en el país","Mujer",30
"PT",7,2,"No nacido en el país","Mujer",23
"PT",8,2,"Nacido en el país","Mujer",76
"PT",8,2,"Nacido en el país","Mujer",52
"PT",8,3,"Nacido en el país","Mujer",61
"PT",8,3,"Nacido en el país","Mujer",56
"PT",10,2,"No nacido en el país","Mujer",49
"PT",6,2,"Nacido en el país","Mujer",36
"PT",3,4,"Nacido en el país","Mujer",90
"PT",3,4,"Nacido en el país","Hombre",69
"PT",10,4,"Nacido en el país","Mujer",45
"PT",7,4,"Nacido en el país","Mujer",63
"PT",7,2,"Nacido en el país","Hombre",67
"PT",4,3,"Nacido en el país","Mujer",45
"PT",9,2,"Nacido en el país","Mujer",65
"PT",9,2,"Nacido en el país","Mujer",63
"PT",10,3,"Nacido en el país","Mujer",66
"PT",8,1,"No nacido en el país","Hombre",47
"PT",2,4,"No nacido en el país","Mujer",76
"PT",5,3,"No nacido en el país","Hombre",34
"PT",7,2,"Nacido en el país","Hombre",48
"PT",10,1,"Nacido en el país","Hombre",25
"PT",10,2,"Nacido en el país","Mujer",59
"PT",9,2,"Nacido en el país","Mujer",56
"PT",8,2,"No nacido en el país","Hombre",25
"PT",6,4,"Nacido en el país","Mujer",75
"PT",7,2,"Nacido en el país","Hombre",46
"PT",10,1,"Nacido en el país","Mujer",19
"PT",7,3,"Nacido en el país","Mujer",84
"PT",9,3,"Nacido en el país","Mujer",41
"PT",2,5,"Nacido en el país","Mujer",90
"PT",8,3,"Nacido en el país","Mujer",50
"PT",8,2,"Nacido en el país","Mujer",49
"PT",4,3,"Nacido en el país","Mujer",72
"PT",9,3,"Nacido en el país","Mujer",67
"PT",8,3,"Nacido en el país","Mujer",49
"PT",9,1,"No nacido en el país","Mujer",27
"PT",9,3,"Nacido en el país","Mujer",60
"PT",5,5,"Nacido en el país","Mujer",77
"PT",7,1,"Nacido en el país","Mujer",42
"PT",8,2,"No nacido en el país","Mujer",38
"PT",10,3,"Nacido en el país","Mujer",64
"PT",7,4,"Nacido en el país","Mujer",58
"PT",8,3,"Nacido en el país","Mujer",70
"PT",8,4,"Nacido en el país","Hombre",88
"PT",8,1,"Nacido en el país","Hombre",25
"PT",7,3,"Nacido en el país","Mujer",51
"PT",9,3,"Nacido en el país","Mujer",58
"PT",9,2,"Nacido en el país","Mujer",41
"PT",10,2,"No nacido en el país","Mujer",32
"PT",6,2,"Nacido en el país","Hombre",43
"PT",6,3,"Nacido en el país","Mujer",80
"PT",8,3,"Nacido en el país","Hombre",50
"PT",5,2,"Nacido en el país","Hombre",52
"PT",7,2,"Nacido en el país","Mujer",64
"PT",6,2,"Nacido en el país","Mujer",51
"PT",6,2,"Nacido en el país","Hombre",29
"PT",6,3,"Nacido en el país","Mujer",79
"PT",10,2,"Nacido en el país","Mujer",36
"PT",8,2,"Nacido en el país","Hombre",57
"PT",4,3,"Nacido en el país","Hombre",65
"PT",2,5,"Nacido en el país","Hombre",78
"PT",6,3,"Nacido en el país","Mujer",83
"PT",7,3,"Nacido en el país","Mujer",67
"PT",5,3,"Nacido en el país","Hombre",62
"PT",7,3,"Nacido en el país","Mujer",51
"PT",6,2,"Nacido en el país","Mujer",46
"PT",7,1,"Nacido en el país","Mujer",25
"PT",6,3,"Nacido en el país","Hombre",65
"PT",8,2,"Nacido en el país","Hombre",23
"PT",5,2,"Nacido en el país","Hombre",62
"PT",7,3,"Nacido en el país","Mujer",52
"PT",8,3,"Nacido en el país","Hombre",39
"PT",8,2,"No nacido en el país","Hombre",52
"PT",8,2,"Nacido en el país","Mujer",63
"PT",6,1,"Nacido en el país","Mujer",56
"PT",7,2,"Nacido en el país","Mujer",65
"PT",10,2,"No nacido en el país","Hombre",18
"PT",5,2,"No nacido en el país","Mujer",40
"PT",7,2,"Nacido en el país","Mujer",51
"PT",7,2,"Nacido en el país","Hombre",59
"PT",9,2,"No nacido en el país","Mujer",33
"PT",8,2,"No nacido en el país","Hombre",30
"PT",6,2,"Nacido en el país","Mujer",38
"PT",10,3,"No nacido en el país","Hombre",59
"PT",7,3,"No nacido en el país","Hombre",53
"PT",10,2,"Nacido en el país","Hombre",55
"PT",6,2,"Nacido en el país","Mujer",56
"PT",8,1,"Nacido en el país","Mujer",42
"PT",8,3,"Nacido en el país","Mujer",54
"PT",6,2,"Nacido en el país","Hombre",26
"PT",4,4,"Nacido en el país","Mujer",71
"PT",8,3,"Nacido en el país","Hombre",50
"PT",9,2,"No nacido en el país","Hombre",24
"PT",3,3,"Nacido en el país","Hombre",61
"PT",9,3,"Nacido en el país","Hombre",57
"PT",10,2,"Nacido en el país","Mujer",64
"PT",7,2,"Nacido en el país","Hombre",62
"PT",10,2,"Nacido en el país","Mujer",45
"PT",6,1,"Nacido en el país","Hombre",45
"PT",9,3,"Nacido en el país","Mujer",25
"PT",3,3,"No nacido en el país","Mujer",49
"PT",9,2,"Nacido en el país","Mujer",76
"PT",8,2,"Nacido en el país","Mujer",46
"PT",10,4,"Nacido en el país","Mujer",63
"PT",8,2,"No nacido en el país","Mujer",40
"PT",7,4,"Nacido en el país","Mujer",79
"PT",7,2,"Nacido en el país","Mujer",32
"PT",9,2,"Nacido en el país","Hombre",53
"PT",7,2,"Nacido en el país","Hombre",37
"PT",8,1,"Nacido en el país","Hombre",21
"PT",5,3,"Nacido en el país","Hombre",68
"PT",5,4,"Nacido en el país","Hombre",25
"PT",8,2,"Nacido en el país","Hombre",60
"PT",7,2,"Nacido en el país","Mujer",22
"PT",5,1,"Nacido en el país","Hombre",62
"PT",6,3,"Nacido en el país","Hombre",60
"PT",7,1,"Nacido en el país","Hombre",20
"PT",7,2,"No nacido en el país","Hombre",32
"PT",8,2,"Nacido en el país","Hombre",26
"PT",1,2,"No nacido en el país","Mujer",79
"PT",6,3,"Nacido en el país","Mujer",63
"PT",10,3,"Nacido en el país","Hombre",64
"PT",6,4,"Nacido en el país","Mujer",87
"PT",10,2,"Nacido en el país","Mujer",39
"PT",5,2,"No nacido en el país","Mujer",39
"PT",5,3,"Nacido en el país","Mujer",63
"PT",9,3,"Nacido en el país","Hombre",68
"PT",8,3,"Nacido en el país","Hombre",80
"PT",6,3,"No nacido en el país","Hombre",68
"PT",5,4,"Nacido en el país","Mujer",66
"PT",0,5,"Nacido en el país","Mujer",85
"PT",6,4,"Nacido en el país","Mujer",87
"PT",10,3,"Nacido en el país","Mujer",68
"PT",5,1,"No nacido en el país","Hombre",21
"PT",8,3,"Nacido en el país","Mujer",64
"PT",7,1,"Nacido en el país","Mujer",27
"PT",8,2,"Nacido en el país","Hombre",37
"PT",10,1,"No nacido en el país","Mujer",45
"PT",10,2,"Nacido en el país","Hombre",39
"PT",5,3,"Nacido en el país","Hombre",68
"PT",8,3,"Nacido en el país","Mujer",51
"PT",6,3,"Nacido en el país","Hombre",66
"PT",2,4,"Nacido en el país","Hombre",77
"PT",9,2,"Nacido en el país","Hombre",57
"PT",1,2,"Nacido en el país","Mujer",61
"PT",7,2,"Nacido en el país","Hombre",62
"PT",5,3,"Nacido en el país","Mujer",68
"PT",7,2,"Nacido en el país","Mujer",48
"PT",8,5,"Nacido en el país","Mujer",64
"PT",6,2,"Nacido en el país","Mujer",63
"PT",8,3,"Nacido en el país","Mujer",59
"PT",8,2,"Nacido en el país","Mujer",55
"PT",5,4,"Nacido en el país","Hombre",75
"PT",9,3,"Nacido en el país","Hombre",43
"PT",8,4,"Nacido en el país","Hombre",78
"PT",7,3,"No nacido en el país","Hombre",69
"PT",8,3,"Nacido en el país","Hombre",75
"PT",5,3,"Nacido en el país","Hombre",30
"PT",5,2,"Nacido en el país","Mujer",46
"PT",9,2,"Nacido en el país","Hombre",46
"PT",10,2,"Nacido en el país","Mujer",53
"PT",5,3,"Nacido en el país","Mujer",31
"PT",9,2,"Nacido en el país","Mujer",41
"PT",5,3,"Nacido en el país","Mujer",82
"PT",8,2,"Nacido en el país","Hombre",68
"PT",10,1,"Nacido en el país","Mujer",51
"PT",5,2,"Nacido en el país","Mujer",31
"PT",10,1,"Nacido en el país","Hombre",34
"PT",2,3,"Nacido en el país","Hombre",25
"PT",9,2,"Nacido en el país","Mujer",51
"PT",7,3,"Nacido en el país","Mujer",76
"PT",9,3,"Nacido en el país","Hombre",71
"PT",7,2,"Nacido en el país","Hombre",26
"PT",10,5,"Nacido en el país","Mujer",78
"PT",7,4,"Nacido en el país","Mujer",46
"PT",7,3,"Nacido en el país","Mujer",58
"PT",7,3,"Nacido en el país","Hombre",67
"PT",7,3,"Nacido en el país","Mujer",49
"PT",8,2,"Nacido en el país","Hombre",72
"PT",10,1,"Nacido en el país","Hombre",51
"PT",6,1,"Nacido en el país","Mujer",39
"PT",10,2,"Nacido en el país","Hombre",80
"PT",7,2,"Nacido en el país","Hombre",46
"PT",10,2,"Nacido en el país","Mujer",31
"PT",4,1,"Nacido en el país","Hombre",24
"PT",5,2,"Nacido en el país","Mujer",84
"PT",5,3,"Nacido en el país","Hombre",33
"PT",8,2,"Nacido en el país","Mujer",63
"PT",8,4,"Nacido en el país","Mujer",86
"PT",8,2,"Nacido en el país","Mujer",79
"PT",9,3,"Nacido en el país","Mujer",74
"PT",5,4,"Nacido en el país","Mujer",83
"PT",4,3,"Nacido en el país","Mujer",64
"PT",NA,1,"No nacido en el país","Mujer",44
"PT",8,1,"Nacido en el país","Mujer",22
"PT",7,3,"Nacido en el país","Mujer",33
"PT",6,3,"Nacido en el país","Mujer",53
"PT",8,2,"No nacido en el país","Mujer",62
"PT",9,2,"Nacido en el país","Mujer",42
"PT",10,2,"Nacido en el país","Mujer",21
"PT",9,1,"Nacido en el país","Hombre",78
"PT",5,4,"Nacido en el país","Mujer",57
"PT",9,2,"Nacido en el país","Hombre",59
"PT",8,2,"Nacido en el país","Mujer",34
"PT",6,2,"Nacido en el país","Hombre",31
"PT",8,3,"Nacido en el país","Mujer",85
"PT",7,2,"Nacido en el país","Mujer",27
"PT",8,2,"Nacido en el país","Mujer",59
